time,value
0,1.6163
1,2.0997
2,1.7879
3,1.3281
4,0.75939
5,0.23035999999999998
6,-0.18072
7,-0.15455
8,0.030906
9,-0.075155
10,-0.33687
11,-0.23651999999999998
12,0.017446
13,0.031067
14,-0.11954000000000001
15,-0.4261
16,-0.78788
17,-0.83316
18,-0.69918
19,-0.78688
20,-0.91889
21,-0.84978
22,-0.8212700000000001
23,-0.9424399999999999
24,-0.9580700000000001
25,-0.90753
26,-1.0062
27,-1.126
28,-1.2266
29,-1.3746
30,-1.3621
31,-1.2955
32,-1.4604
33,-1.6102
34,-1.6206
35,-1.6907
36,-1.7209999999999999
37,-1.682
38,-1.6997
39,-1.6466
40,-1.5376
41,-1.5191
42,-1.4401
43,-1.2365
44,-1.0722
45,-0.9604299999999999
46,-0.82815
47,-0.62651
48,-0.38727
49,-0.2529
50,-0.15905999999999998
51,0.025741000000000003
52,0.14107
53,0.17094
54,0.30806
55,0.41423999999999994
56,0.37437
57,0.42253999999999997
58,0.55083
59,0.51762
60,0.41465
61,0.4623
62,0.56862
63,0.54403
64,0.46028
65,0.48357
66,0.5334800000000001
67,0.48241000000000006
68,0.44587
69,0.45747
70,0.41793
71,0.47211000000000003
72,0.62716
73,0.59304
74,0.48836999999999997
75,0.57182
76,0.70816
77,0.85056
78,0.9924700000000001
79,0.98314
80,1.0070000000000001
81,1.2195
82,1.3548
83,1.3755
84,1.4533
85,1.4662
86,1.3768
87,1.3916
88,1.4369
89,1.2659
90,1.1425
91,1.3269
92,1.4148
93,0.8076300000000001
94,0.11649000000000001
95,0.036515
