time,value
0,0.78923
1,2.0528
2,3.6115
3,3.8177
4,2.4658
5,0.6977800000000001
6,-0.7662800000000001
7,0.37967
8,0.7640399999999999
9,0.25773
10,0.5301100000000001
11,0.19902
12,0.35028000000000004
13,-0.31242
14,-0.32042
15,-0.46188
16,-0.55545
17,-0.66719
18,-0.74946
19,-0.88505
20,-0.98085
21,-1.0631
22,-1.0495
23,-1.1251
24,-1.518
25,-1.4809
26,-1.5101
27,-1.6478
28,-1.7578
29,-1.8027
30,-1.7923
31,-1.8688
32,-1.7035
33,-1.5779
34,-1.3327
35,-1.1428
36,-0.9810700000000001
37,-0.24034
38,-0.14657
39,0.034651999999999995
40,0.60722
41,0.48034
42,0.8805200000000001
43,0.8314600000000001
44,0.88195
45,1.0551
46,1.0052
47,0.92835
48,0.8221
49,0.8376299999999999
50,0.7933100000000001
51,0.64607
52,0.5825199999999999
53,0.6523800000000001
54,0.52281
55,0.47384
56,0.56196
57,0.58332
58,0.52856
59,0.40636
60,0.49938999999999995
61,0.41738000000000003
62,0.42486999999999997
63,0.36774
64,0.33871
65,0.31959
66,0.04983
67,0.36299000000000003
68,0.30738000000000004
69,0.0036183
70,0.033593
71,-0.00022252
72,0.15017
73,0.38759
74,0.34819
75,0.44369
76,0.46841000000000005
77,0.43036
78,0.14604
79,-0.14165999999999998
80,-0.08811000000000001
81,-0.23576
82,-0.37701
83,-0.52754
84,-0.27321999999999996
85,-0.31914000000000003
86,-0.48796000000000006
87,-0.42076
88,-0.39689
89,-0.44396
90,-0.47242
91,-0.37749
92,-0.34507
93,-0.34179
94,-0.44911999999999996
95,-0.39279000000000003
