time,value
0,1.4684
1,3.2539
2,3.5995
3,2.3934
4,0.41738000000000003
5,1.0715
6,1.6859
7,1.5729
8,1.7089
9,1.0321
10,0.053074
11,-0.5084
12,-0.47231000000000006
13,-0.70552
14,-0.7862600000000001
15,-0.9431700000000001
16,-1.0634
17,-1.1682
18,-1.1559
19,-1.2921
20,-1.4191
21,-1.485
22,-1.6274
23,-1.8021
24,-1.8703
25,-1.9728
26,-2.0737
27,-2.0546
28,-1.9236
29,-1.7611
30,-1.5645
31,-1.1734
32,-0.64637
33,-0.29917
34,0.033867
35,0.43856999999999996
36,0.55742
37,0.8368399999999999
38,0.86219
39,0.8633200000000001
40,0.73374
41,0.7428600000000001
42,0.7125600000000001
43,0.56799
44,0.5533
45,0.63971
46,0.53078
47,0.52132
48,0.48752
49,0.42475
50,0.2927
51,0.41496000000000005
52,0.36965
53,0.15175999999999998
54,0.18999000000000002
55,0.20083
56,0.09721
57,0.037614
58,0.11254000000000002
59,0.033238
60,-0.023673
61,0.050144
62,0.020956
63,-0.095083
64,-0.039961
65,0.039652999999999994
66,0.030251
67,-0.13016
68,0.11556
69,-0.014237
70,-0.12021
71,0.070485
72,-0.013129
73,-0.06353500000000001
74,-0.060069000000000004
75,0.2016
76,0.12561
77,0.35962
78,0.48613
79,0.22319
80,0.23449
81,0.28243
82,-0.13581
83,-0.18728
84,-0.10947
85,-0.20504
86,-0.11603
87,-0.17146
88,-0.15398
89,-0.25851999999999997
90,-0.087436
91,-0.06808099999999999
92,-0.10364000000000001
93,-0.10245
94,-0.021531
95,0.14479
