time,value
0,0.99971
1,2.7912
2,3.6557
3,2.471
4,1.4594
5,0.33316999999999997
6,0.5504899999999999
7,1.4679
8,1.2131
9,1.0814
10,0.99656
11,0.46237
12,-0.36151
13,-0.5039100000000001
14,-0.57443
15,-0.62492
16,-0.71273
17,-0.87725
18,-0.86311
19,-0.94895
20,-1.0919
21,-1.1544
22,-1.1557
23,-1.2367
24,-1.4393
25,-1.5329
26,-1.5506
27,-1.6974
28,-1.929
29,-1.8859
30,-1.9789
31,-1.9855
32,-1.9681
33,-1.8771
34,-1.6103
35,-1.4228
36,-1.0421
37,-0.65191
38,-0.38674000000000003
39,-0.02474
40,0.34191
41,0.53081
42,0.5239
43,0.71934
44,0.83719
45,0.74033
46,0.75742
47,0.7084
48,0.6771
49,0.5996199999999999
50,0.5290199999999999
51,0.61908
52,0.5918100000000001
53,0.50107
54,0.5112399999999999
55,0.55878
56,0.44073999999999997
57,0.48503
58,0.50189
59,0.46096000000000004
60,0.39988
61,0.40445
62,0.40629
63,0.37917
64,0.32234
65,0.28236
66,0.35485
67,0.21422
68,0.18783
69,0.29085
70,0.16448
71,0.1095
72,0.15207
73,0.19934000000000002
74,0.29968
75,0.48495
76,0.60301
77,0.60672
78,0.43018
79,0.23114
80,0.22701
81,0.051546
82,-0.10722999999999999
83,-0.09565
84,-0.1572
85,-0.19615
86,-0.11020999999999999
87,-0.19872
88,-0.21875
89,-0.22578
90,-0.28857
91,-0.16004000000000002
92,-0.24255
93,-0.3107
94,-0.26484
95,-0.25434
