time,value
0,0.7037100000000001
1,2.133
2,3.5596
3,3.3634
4,2.6401
5,1.2605
6,-0.49061000000000005
7,-0.090413
8,0.53945
9,0.25432
10,0.34156
11,0.34724
12,0.28074
13,-0.058395
14,-0.69287
15,-0.89371
16,-0.50979
17,-0.85662
18,-0.8845200000000001
19,-0.93822
20,-1.2569
21,-1.0658
22,-1.2761
23,-1.2851
24,-1.4805
25,-1.6129
26,-1.4955
27,-2.0529
28,-1.6417
29,-1.7385
30,-1.8949
31,-1.7296
32,-2.1027
33,-1.3989
34,-1.1161
35,-1.3826
36,-1.0009
37,-0.45116000000000006
38,-0.11216
39,-0.12544
40,0.38431
41,0.52268
42,0.64023
43,0.8368
44,0.91335
45,0.9737399999999999
46,0.85506
47,0.9168299999999999
48,0.7895399999999999
49,0.816
50,0.76457
51,0.49983
52,0.65677
53,0.57289
54,0.6148399999999999
55,0.5409
56,0.39078
57,0.47798
58,0.37672
59,0.56613
60,0.32403000000000004
61,0.24478000000000003
62,0.4397
63,0.23776999999999998
64,0.25566
65,0.28476
66,0.3454
67,0.1538
68,-0.07881
69,0.22459
70,0.29375
71,-0.082837
72,0.059071000000000005
73,0.37342
74,0.76557
75,0.42700000000000005
76,0.52757
77,0.50578
78,0.13154000000000002
79,0.12951
80,-0.151
81,0.12673
82,-0.23428000000000002
83,-0.29218
84,-0.26471
85,-0.096006
86,-0.18423
87,-0.1909
88,-0.14322000000000001
89,-0.24368
90,-0.045045
91,-0.20656999999999998
92,-0.21479
93,-0.20444
94,-0.25947
95,0.14367
