time,value
0,1.205
1,2.0319
2,2.4473
3,2.7394
4,2.7459
5,2.2764
6,1.5254
7,0.7606
8,0.18845
9,-0.029051
10,-0.049524
11,-0.20995999999999998
12,-0.37415
13,-0.24864
14,-0.09501699999999999
15,-0.099479
16,-0.12142
17,-0.35855
18,-0.7391300000000001
19,-0.78765
20,-0.70894
21,-0.75976
22,-0.74106
23,-0.88171
24,-1.0189
25,-0.58138
26,-0.35899000000000003
27,-0.92422
28,-1.0948
29,-0.6613600000000001
30,-0.7851199999999999
31,-1.2882
32,-1.3345
33,-1.2678
34,-1.5021
35,-1.64
36,-1.534
37,-1.5669
38,-1.7309999999999999
39,-1.7197
40,-1.6685
41,-1.7355
42,-1.6473
43,-1.3876
44,-1.3096
45,-1.3197
46,-1.1004
47,-0.90046
48,-0.93434
49,-0.7651899999999999
50,-0.3175
51,-0.12712
52,-0.12394000000000001
53,0.094418
54,0.28843
55,0.26135
56,0.28973000000000004
57,0.40728000000000003
58,0.43664
59,0.44931000000000004
60,0.57087
61,0.71118
62,0.67271
63,0.50102
64,0.50474
65,0.6441
66,0.56934
67,0.40638
68,0.45023
69,0.51752
70,0.5027699999999999
71,0.57193
72,0.63469
73,0.64931
74,0.70308
75,0.5876899999999999
76,0.3552
77,0.39096
78,0.55883
79,0.61101
80,0.69258
81,0.79445
82,0.89689
83,1.0515
84,0.9391200000000001
85,0.55574
86,0.44731000000000004
87,0.5646399999999999
88,0.4876
89,0.42100000000000004
90,0.54977
91,0.50546
92,0.28184000000000003
93,0.34683
94,0.5263800000000001
95,0.22789
