time,value
0,0.5020600000000001
1,0.5421600000000001
2,0.72238
3,1.4289
4,2.1365
5,2.2811
6,1.9363
7,1.4689
8,1.0088
9,0.38028
10,-0.29678000000000004
11,-0.51393
12,-0.25564000000000003
13,-0.1072
14,-0.28783000000000003
15,-0.41801000000000005
16,-0.31916
17,-0.26038
18,-0.35036
19,-0.50549
20,-0.7108899999999999
21,-0.8239200000000001
22,-0.8997
23,-1.1539
24,-1.2298
25,-1.0441
26,-1.202
27,-1.3922
28,-1.1301
29,-1.1799
30,-1.6493
31,-1.7266
32,-1.6084
33,-1.6628
34,-1.6507
35,-1.6973
36,-1.8387
37,-1.8026
38,-1.7805
39,-1.8252
40,-1.6448
41,-1.4238
42,-1.3922
43,-1.3604
44,-1.2002
45,-0.91863
46,-0.68592
47,-0.66794
48,-0.51272
49,-0.10169
50,0.063954
51,0.08261399999999999
52,0.23761
53,0.17479
54,0.12320999999999999
55,0.50339
56,0.68387
57,0.47498999999999997
58,0.5328
59,0.72355
60,0.66442
61,0.64794
62,0.75705
63,0.73207
64,0.62021
65,0.6063
66,0.67795
67,0.68908
68,0.5988100000000001
69,0.54265
70,0.58181
71,0.63063
72,0.66442
73,0.6863199999999999
74,0.65738
75,0.65089
76,0.7217399999999999
77,0.7397100000000001
78,0.69148
79,0.69523
80,0.75011
81,0.8538399999999999
82,0.9160200000000001
83,0.82775
84,0.8809100000000001
85,1.0888
86,0.93104
87,0.6103
88,0.63889
89,0.6846800000000001
90,0.58324
91,0.64052
92,0.7085899999999999
93,0.70501
94,0.71382
95,0.43376000000000003
