time,value
0,-0.15739
1,0.73698
2,2.4996
3,3.0521
4,1.6280000000000001
5,-0.36094
6,-1.227
7,-0.090289
8,0.46134
9,0.26395
10,0.37288000000000004
11,0.10955
12,-0.61703
13,-1.2406
14,-0.6376
15,-1.1867
16,-1.1788
17,-1.3022
18,-0.99206
19,-1.0044
20,-1.2935
21,-1.4487
22,-1.7159
23,-1.4317
24,-1.4991
25,-1.5586
26,-1.8568
27,-2.0151
28,-1.7349
29,-1.6265
30,-1.9219
31,-2.0578
32,-1.6868
33,-1.4646
34,-1.3868
35,-1.1051
36,-0.60325
37,-0.28381999999999996
38,0.01853
39,0.3098
40,0.61015
41,1.189
42,0.89323
43,0.98472
44,1.2
45,1.1368
46,1.1378
47,1.124
48,1.0166
49,0.9505
50,1.0064
51,0.8931100000000001
52,0.65362
53,0.88646
54,0.94862
55,0.54315
56,0.8548
57,0.44309
58,0.35908
59,1.0433
60,0.8276600000000001
61,0.29923
62,0.49137
63,0.62283
64,0.24475
65,0.51546
66,0.5093300000000001
67,0.25764000000000004
68,0.54448
69,0.10467
70,0.30479
71,0.29124
72,0.061505
73,0.48883999999999994
74,0.48157
75,0.764
76,0.57886
77,0.65466
78,0.5788
79,-0.057641
80,0.33895
81,0.1321
82,0.076899
83,-0.05898
84,-0.076749
85,-0.022102
86,-0.16132
87,0.068656
88,0.19215
89,-0.051264
90,0.06864400000000001
91,-0.017256
92,0.01651
93,0.14905
94,-0.026306
95,0.16546
