time,value
0,0.41501000000000005
1,0.6736800000000001
2,1.9191
3,3.2163
4,2.8895
5,2.6510000000000002
6,1.216
7,-0.22194
8,0.31058
9,0.41079
10,-0.041293
11,-0.22971
12,0.10139
13,-0.10165
14,-0.77507
15,-0.3689
16,-0.59624
17,-0.9591200000000001
18,-0.8567
19,-0.9924200000000001
20,-1.0889
21,-1.0417
22,-1.1048
23,-1.2596
24,-1.3323
25,-1.4336
26,-1.5878
27,-1.6363
28,-1.581
29,-1.885
30,-1.8502
31,-1.5605
32,-2.1587
33,-1.895
34,-1.5887
35,-1.7735
36,-1.4501
37,-1.2622
38,-0.6652100000000001
39,-0.17823
40,0.036123
41,0.41653999999999997
42,0.54832
43,0.6683600000000001
44,0.7729699999999999
45,0.8717600000000001
46,1.0228
47,1.0639
48,0.8727799999999999
49,0.67065
50,1.0432
51,0.8476100000000001
52,0.49512
53,0.76567
54,0.55919
55,0.6748
56,0.59264
57,0.49201999999999996
58,0.70914
59,0.62153
60,0.49031
61,0.54992
62,0.65918
63,0.49548000000000003
64,0.5493899999999999
65,0.40262
66,0.20818000000000003
67,0.55779
68,0.26728
69,0.27608
70,0.31585
71,0.10803
72,0.16247
73,0.23201
74,0.6170399999999999
75,0.68555
76,0.54223
77,0.59529
78,0.26795
79,0.20669
80,0.027908
81,-0.17575
82,0.19438
83,-0.097093
84,-0.32245
85,-0.0021939
86,0.05254299999999999
87,-0.096648
88,-0.32224
89,-0.19479000000000002
90,-0.20157
91,-0.24678000000000003
92,-0.17662
93,-0.41986999999999997
94,-0.25288
95,-0.027530000000000002
