time,value
0,1.3971
1,2.2886
2,2.434
3,2.3546
4,2.3226
5,1.9834
6,1.3103
7,0.64808
8,-0.017223
9,-0.51081
10,-0.36041
11,-0.094297
12,-0.42289
13,-0.59954
14,-0.15653
15,-0.01468
16,-0.31325
17,-0.43695
18,-0.65325
19,-0.96136
20,-0.79908
21,-0.63679
22,-0.9535399999999999
23,-1.1025
24,-1.004
25,-1.1740000000000002
26,-1.237
27,-0.9487899999999999
28,-0.9282299999999999
29,-1.2256
30,-1.3604
31,-1.3778
32,-1.4316
33,-1.4836
34,-1.6024
35,-1.662
36,-1.5269
37,-1.5467
38,-1.8137
39,-1.8438
40,-1.6125
41,-1.5421
42,-1.5475
43,-1.3193
44,-0.98674
45,-0.77436
46,-0.64322
47,-0.51983
48,-0.41192
49,-0.27226999999999996
50,-0.056058000000000004
51,0.13797
52,0.23101
53,0.31626
54,0.41062
55,0.43363999999999997
56,0.49259
57,0.5999899999999999
58,0.5534600000000001
59,0.5188
60,0.68589
61,0.67408
62,0.4488
63,0.51003
64,0.65705
65,0.45501
66,0.31711
67,0.46951000000000004
68,0.45565
69,0.312
70,0.39555
71,0.5072300000000001
72,0.4597
73,0.46915
74,0.55116
75,0.51315
76,0.41826
77,0.41703
78,0.46711
79,0.55602
80,0.78862
81,1.0157
82,0.92312
83,0.6924899999999999
84,0.72154
85,0.8276399999999999
86,0.7285699999999999
87,0.6328699999999999
88,0.6735
89,0.75655
90,0.85334
91,0.7598600000000001
92,0.49323
93,0.5817
94,0.83667
95,0.42749
