time,value
0,2.1667
1,2.2842
2,1.7855
3,1.9232
4,2.2244
5,1.6907
6,0.5928
7,-0.19814
8,-0.43427
9,-0.45958000000000004
10,-0.56503
11,-0.71309
12,-0.75961
13,-0.79938
14,-0.95621
15,-1.0616
16,-1.0103
17,-0.96559
18,-1.0139
19,-1.1066
20,-1.2218
21,-1.307
22,-1.2826
23,-1.2499
24,-1.3272
25,-1.4259
26,-1.4768
27,-1.5197
28,-1.545
29,-1.5457
30,-1.5299
31,-1.5441
32,-1.6328
33,-1.6235
34,-1.4694
35,-1.4156
36,-1.422
37,-1.3089
38,-1.1464
39,-0.9308200000000001
40,-0.67493
41,-0.51149
42,-0.33628
43,-0.066463
44,0.13639
45,0.26326
46,0.43955
47,0.62767
48,0.74826
49,0.8321
50,0.89969
51,0.96996
52,1.0677
53,1.0498
54,0.9309700000000001
55,0.9961700000000001
56,1.1629
57,1.2175
58,1.2604
59,1.2207
60,1.0665
61,1.0374
62,1.0281
63,0.87634
64,0.71833
65,0.5664600000000001
66,0.44232
67,0.42798
68,0.40983
69,0.36089
70,0.35149
71,0.32015
72,0.28117
73,0.30649
74,0.30456
75,0.23258
76,0.23221
77,0.27865
78,0.22146
79,0.19772
80,0.30678
81,0.34048
82,0.25722
83,0.15949000000000002
84,0.08237699999999999
85,0.13272
86,0.25138
87,0.24409
88,0.15267
89,0.081487
90,0.10039
91,0.22871999999999998
92,0.2539
93,0.13794
94,0.19931
95,0.47756000000000004
