time,value
0,0.31931
1,2.0917
2,3.4438
3,2.233
4,2.3024
5,0.62161
6,-0.88666
7,0.24808000000000002
8,0.4988
9,-0.098005
10,-0.030766
11,0.34471999999999997
12,-0.38987
13,-0.62012
14,-1.0453
15,-1.041
16,-0.6187
17,-1.1784
18,-1.1975
19,-1.0881
20,-1.3817
21,-1.2972
22,-1.3249
23,-1.5013
24,-1.6616
25,-1.8334
26,-1.8142
27,-1.6741
28,-1.8588
29,-1.9986
30,-2.0456
31,-1.8968
32,-1.6344
33,-1.3430000000000002
34,-1.1657
35,-0.90722
36,-0.50203
37,-0.14390999999999998
38,0.20306
39,0.67386
40,0.7046399999999999
41,0.6368699999999999
42,1.1167
43,0.66957
44,1.1392
45,1.2433
46,0.77798
47,0.93666
48,0.70713
49,0.88869
50,0.9201
51,0.7458100000000001
52,0.6580600000000001
53,0.40539000000000003
54,0.8296600000000001
55,0.74841
56,0.58095
57,0.62708
58,0.48056000000000004
59,0.5655899999999999
60,0.66788
61,0.56886
62,0.45093999999999995
63,0.45858000000000004
64,0.38093
65,0.34951
66,0.39879000000000003
67,0.22801
68,0.14285
69,0.10984000000000001
70,0.20422
71,0.10186
72,0.27016999999999997
73,0.45458999999999994
74,0.6895899999999999
75,0.92953
76,0.50571
77,0.36376
78,0.44698999999999994
79,0.29018
80,0.040298
81,-0.20254
82,-0.083446
83,-0.15863
84,-0.042543
85,-0.19343
86,-0.16064
87,-0.20792
88,-0.16577999999999998
89,-0.18602
90,-0.184
91,-0.026052999999999996
92,-0.27751
93,-0.12846
94,-0.042732
95,-0.17717
