time,value
0,0.27483
1,0.48103999999999997
2,0.9192600000000001
3,1.5386
4,2.0466
5,2.2471
6,1.8813
7,1.2235
8,0.58101
9,-0.013896
10,0.07521
11,0.32472
12,-0.099838
13,-0.16935
14,0.0027368
15,-0.068219
16,-0.26885
17,-0.87451
18,-0.96354
19,-0.63927
20,-0.9781799999999999
21,-1.0723
22,-0.84335
23,-1.1584
24,-1.261
25,-1.1862
26,-1.4552
27,-1.693
28,-1.9015
29,-1.6818
30,-1.571
31,-2.0164
32,-2.1419
33,-2.0269999999999997
34,-1.9897
35,-1.8155
36,-2.0674
37,-2.175
38,-1.5897
39,-1.3726
40,-1.2478
41,-0.88125
42,-0.68725
43,-0.40212
44,-0.2006
45,-0.071598
46,0.031613
47,0.080364
48,0.21286999999999998
49,0.33541
50,0.47743
51,0.53827
52,0.48988000000000004
53,0.51794
54,0.5322100000000001
55,0.48413999999999996
56,0.48956000000000005
57,0.5108600000000001
58,0.42389
59,0.49546
60,0.70477
61,0.56085
62,0.43955
63,0.5818300000000001
64,0.6136699999999999
65,0.63758
66,0.6663399999999999
67,0.6343
68,0.65032
69,0.70749
70,0.76193
71,0.7552399999999999
72,0.7847
73,0.91912
74,0.96094
75,0.91455
76,0.9970600000000001
77,1.0214
78,0.8307200000000001
79,0.7542300000000001
80,0.73993
81,0.53292
82,0.44238999999999995
83,0.50658
84,0.44783
85,0.42828
86,0.43738
87,0.34221999999999997
88,0.3803
89,0.36825
90,0.25368
91,0.29288000000000003
92,0.29816
93,0.31718
94,0.42303999999999997
95,0.26152
