time,value
0,1.1594
1,2.5344
2,2.9723
3,2.0894
4,0.41626
5,-0.017381999999999998
6,1.2205
7,1.2212
8,1.0659999999999998
9,1.3502
10,0.6813899999999999
11,0.035639
12,-0.36204000000000003
13,-0.44151
14,-0.85315
15,-0.7964100000000001
16,-0.7419899999999999
17,-0.95344
18,-1.0306
19,-0.98844
20,-1.1126
21,-1.2711
22,-1.2987
23,-1.3884
24,-1.5145
25,-1.6666
26,-1.784
27,-1.8865
28,-2.0475
29,-2.1838
30,-2.1545
31,-2.1857
32,-2.0937
33,-1.9739
34,-1.6681
35,-1.1974
36,-0.98879
37,-0.63067
38,-0.11765
39,0.14002
40,0.34386
41,0.57523
42,0.6877
43,0.74875
44,0.69004
45,0.7538699999999999
46,0.77483
47,0.6652899999999999
48,0.6254
49,0.64566
50,0.61851
51,0.6060399999999999
52,0.63943
53,0.64645
54,0.64086
55,0.5534100000000001
56,0.58248
57,0.5894
58,0.61619
59,0.49228999999999995
60,0.48718999999999996
61,0.48858
62,0.39059
63,0.42833999999999994
64,0.4237
65,0.27419
66,0.25956
67,0.3731
68,0.26054
69,0.27551
70,0.30727
71,0.28528000000000003
72,0.23012
73,0.18065
74,0.47672
75,0.652
76,0.60353
77,0.58549
78,0.61454
79,0.44067
80,0.20045
81,0.16805
82,-0.016371
83,0.013378999999999999
84,-0.073255
85,0.0027094000000000003
86,0.047906
87,-0.08962300000000001
88,-0.068106
89,-0.012348
90,-0.011727
91,-0.07990599999999999
92,-0.051752
93,-0.054229
94,-0.08173899999999999
95,0.035595
