time,value
0,0.99293
1,2.3228
2,2.3506
3,2.5804
4,2.635
5,1.4674
6,-0.12895
7,-0.9073899999999999
8,-1.0144
9,-1.3188
10,-1.3309
11,-1.2729
12,-1.3168
13,-1.5566
14,-1.3385
15,-1.5092
16,-1.5848
17,-1.6531
18,-1.9489
19,-1.8484
20,-1.8435
21,-1.8497
22,-1.7824
23,-1.6661
24,-1.5419999999999998
25,-1.2042
26,-0.93148
27,-0.59165
28,-0.29757
29,-0.15772
30,0.56933
31,0.24729
32,0.9364600000000001
33,0.5076
34,1.1304
35,0.63645
36,0.74346
37,0.65923
38,0.59201
39,0.46853
40,0.29239
41,0.63852
42,0.35735
43,0.37739
44,0.3662
45,0.32036
46,0.35764
47,0.3248
48,0.13541
49,0.24939
50,0.25878
51,0.11292999999999999
52,0.17072
53,0.11
54,0.049029
55,0.08926100000000001
56,0.12839
57,0.1296
58,0.0025815
59,0.09325
60,0.13313
61,-0.10652
62,0.0080989
63,0.038201
64,-0.11082
65,-0.12042
66,-0.11177999999999999
67,0.049726
68,0.088461
69,0.26364
70,0.53091
71,0.16304000000000002
72,0.27438
73,0.023396
74,0.10735
75,-0.1572
76,-0.10725
77,0.043185
78,-0.097838
79,0.016613
80,-0.054094
81,-0.28676
82,-0.10817
83,-0.089246
84,-0.20701
85,-0.012786
86,-0.18408
87,-0.29055
88,-0.1039
89,0.038109
90,0.39968000000000004
91,2.0067
92,2.2594
93,2.0787
94,0.98134
95,-0.16344
