time,value
0,0.78098
1,1.3408
2,1.9633
3,3.0925
4,3.7209
5,3.0265
6,1.9805
7,1.0087
8,-0.088959
9,-0.24125
10,0.38624
11,0.59234
12,0.65592
13,0.80493
14,0.55721
15,0.30264
16,0.43666000000000005
17,0.36623
18,-0.052912
19,-0.27489
20,-0.38188
21,-0.53945
22,-0.51951
23,-0.54375
24,-0.74428
25,-0.80257
26,-0.71353
27,-0.72707
28,-0.8910299999999999
29,-0.8805200000000001
30,-0.7527699999999999
31,-0.99466
32,-1.1371
33,-1.015
34,-1.3691
35,-1.4848
36,-1.0222
37,-1.2475
38,-1.7115
39,-1.5263
40,-1.4788
41,-1.6883
42,-1.5859999999999999
43,-1.3636
44,-1.3903
45,-1.5853
46,-1.5155
47,-1.1572
48,-1.0263
49,-1.1042
50,-0.82271
51,-0.3666
52,-0.31251999999999996
53,-0.21261999999999998
54,0.2038
55,0.28948
56,0.21227
57,0.39288
58,0.50741
59,0.59223
60,0.76172
61,0.74415
62,0.65503
63,0.7134199999999999
64,0.80247
65,0.74421
66,0.56416
67,0.5121899999999999
68,0.55213
69,0.49949
70,0.4982
71,0.48084
72,0.32556999999999997
73,0.32538
74,0.44401
75,0.42941999999999997
76,0.37473
77,0.28648
78,0.21086
79,0.3007
80,0.36982
81,0.28008
82,0.19297999999999998
83,0.20795999999999998
84,0.24699000000000002
85,0.20076
86,0.14464000000000002
87,0.18789
88,0.15192
89,-0.076789
90,-0.09612899999999999
91,0.20185
92,0.21727
93,-0.17632
94,-0.23526
95,0.015158000000000001
