time,value
0,2.6889999999999996
1,2.7087
2,2.0084
3,2.2358
4,1.517
5,0.029916
6,-0.56135
7,-0.7937
8,-0.9793700000000001
9,-1.2882
10,-1.1781
11,-1.39
12,-1.3843
13,-1.4799
14,-1.6175
15,-1.6068
16,-1.7073
17,-1.8334
18,-1.7512
19,-1.8838
20,-1.9134
21,-1.9986
22,-1.8438
23,-1.9308
24,-1.734
25,-1.5787
26,-1.3687
27,-1.067
28,-0.68688
29,-0.38255
30,0.0058376
31,0.28645
32,0.56435
33,0.76388
34,0.9243100000000001
35,1.1768
36,1.0196
37,1.0565
38,0.9745299999999999
39,0.97209
40,0.79757
41,0.80533
42,0.78101
43,0.79397
44,0.6451399999999999
45,0.66609
46,0.63825
47,0.60023
48,0.51807
49,0.64637
50,0.51212
51,0.47816000000000003
52,0.34187
53,0.40104
54,0.40939000000000003
55,0.30471
56,0.25777
57,0.38756
58,0.25075
59,0.26045999999999997
60,0.11719
61,0.13005
62,0.30663
63,0.09310299999999999
64,0.093169
65,0.06955900000000001
66,0.21729
67,0.064019
68,0.19103
69,0.08011499999999999
70,0.12377
71,0.16413
72,0.24552
73,0.59856
74,0.78595
75,0.63289
76,0.60111
77,0.39655
78,0.18487
79,0.23944000000000001
80,0.048780000000000004
81,0.014700999999999999
82,0.056774
83,-0.15952
84,-0.022906
85,-0.1374
86,-0.13660999999999998
87,-0.072176
88,-0.082738
89,-0.13847
90,-0.1204
91,-0.089411
92,-0.24314000000000002
93,-0.11971
94,0.12404000000000001
95,0.27346
