time,value
0,0.38124
1,0.63353
2,1.0023
3,1.5213
4,1.8639
5,1.7928
6,1.3812
7,0.8568399999999999
8,0.26386
9,-0.15281
10,-0.13036
11,0.08406
12,0.034076
13,-0.18461
14,-0.24719000000000002
15,-0.19187
16,-0.10236
17,-0.10079
18,-0.38137
19,-0.63136
20,-0.60607
21,-0.64048
22,-0.70422
23,-0.63249
24,-0.74385
25,-0.96885
26,-0.94665
27,-0.84191
28,-0.8526299999999999
29,-0.91512
30,-1.0706
31,-1.3026
32,-1.3943
33,-1.3316
34,-1.3642
35,-1.5447
36,-1.6771
37,-1.7169999999999999
38,-1.7519
39,-1.7531
40,-1.7431
41,-1.8213
42,-1.8324
43,-1.6011
44,-1.3414
45,-1.222
46,-1.1242
47,-1.0325
48,-0.9356200000000001
49,-0.69685
50,-0.37408
51,-0.13285999999999998
52,0.013064
53,0.13763
54,0.30735
55,0.47997
56,0.58141
57,0.6791699999999999
58,0.79152
59,0.81584
60,0.7803800000000001
61,0.7784300000000001
62,0.81247
63,0.8614200000000001
64,0.85234
65,0.78723
66,0.79793
67,0.8280299999999999
68,0.8057
69,0.8067300000000001
70,0.75092
71,0.70935
72,0.82109
73,0.76975
74,0.59721
75,0.75976
76,0.9638399999999999
77,0.8754
78,0.8251
79,0.8668100000000001
80,0.85296
81,0.86425
82,0.89556
83,1.0138
84,1.1454
85,1.041
86,1.0541
87,1.3495
88,1.4364
89,1.3002
90,0.9529700000000001
91,0.35398
92,-0.037793
93,-0.60937
94,-1.4741
95,-1.07
