time,value
0,0.66923
1,0.6401600000000001
2,0.33816
3,0.28531
4,-0.13127
5,-0.28826999999999997
6,-0.3379
7,-0.77755
8,-0.72412
9,-0.70891
10,-0.9008299999999999
11,-0.9268200000000001
12,-1.2062
13,-1.2043
14,-1.2901
15,-1.4926
16,-1.4695
17,-1.6203
18,-1.9642
19,-2.1405
20,-2.2356
21,-2.1912
22,-2.4191
23,-2.3834
24,-2.3353
25,-2.4091
26,-1.7281
27,-1.5081
28,-1.1367
29,-0.5967899999999999
30,-0.42528
31,0.049137
32,0.33934000000000003
33,0.59512
34,0.8145600000000001
35,0.51347
36,0.7409399999999999
37,0.8262799999999999
38,0.52164
39,0.6954199999999999
40,0.64174
41,0.5767899999999999
42,0.58165
43,0.6270100000000001
44,0.64005
45,0.6336
46,0.45196000000000003
47,0.75508
48,0.64088
49,0.5253800000000001
50,0.66579
51,0.42517
52,0.5696100000000001
53,0.63777
54,0.45642
55,0.18158
56,0.47895
57,0.46425
58,0.37113
59,0.5709
60,0.15883
61,0.5223899999999999
62,0.56684
63,0.061079999999999995
64,0.47445
65,0.34933000000000003
66,0.24238
67,0.6035699999999999
68,0.61055
69,0.7813899999999999
70,1.0117
71,0.5754100000000001
72,0.33857
73,0.60342
74,0.29554
75,0.21154
76,0.4184
77,0.088503
78,0.18172
79,0.33435
80,0.027674
81,0.29401
82,0.32949
83,-0.030629000000000003
84,0.38243
85,0.22033000000000003
86,0.21025
87,0.15922999999999998
88,0.27205999999999997
89,0.41076
90,1.0622
91,2.5428
92,2.1922
93,1.5475
94,0.90299
95,-0.32566999999999996
