time,value
0,-0.7063
1,-0.22618000000000002
2,0.2162
3,-0.31773
4,-0.6489699999999999
5,-1.2193
6,-1.5243
7,-1.5081
8,-1.5509
9,-1.6005
10,-1.6892
11,-1.3954
12,-1.4708
13,-1.5818
14,-1.3081
15,-1.3219999999999998
16,-1.3202
17,-1.3946
18,-1.2384
19,-1.318
20,-1.4283
21,-1.3303
22,-1.3595
23,-1.3505
24,-1.4492
25,-1.4249
26,-1.2991
27,-1.1066
28,-0.9707100000000001
29,-0.78747
30,-0.40475
31,-0.23163000000000003
32,-0.067759
33,0.14492
34,0.42255
35,0.53403
36,0.35755
37,0.5282100000000001
38,0.46176000000000006
39,0.36351
40,0.31356999999999996
41,-0.023153
42,0.24231999999999998
43,-0.0023967
44,0.007962100000000001
45,0.025181
46,-0.046041000000000006
47,0.31519
48,0.21896
49,0.30766
50,0.5313899999999999
51,0.41761000000000004
52,0.48482
53,0.56905
54,0.7047100000000001
55,0.67667
56,0.6318699999999999
57,0.80665
58,0.67985
59,0.5737899999999999
60,0.6917
61,0.7095199999999999
62,0.68261
63,0.60654
64,0.6239399999999999
65,0.53699
66,0.7935300000000001
67,1.1081
68,1.0155
69,1.1737
70,0.6792600000000001
71,0.5706
72,0.48243
73,0.33532
74,0.4155
75,0.26353000000000004
76,0.26493
77,0.19965
78,0.22968000000000002
79,0.3264
80,0.20278
81,0.18153
82,0.23193000000000003
83,0.3861
84,0.26527
85,0.2469
86,0.33816999999999997
87,0.12089000000000001
88,0.33197
89,0.64159
90,1.5314
91,3.1248
92,3.3321
93,2.6537
94,1.1554
95,-0.36682
