time,value
0,0.919
1,1.0688
2,0.98272
3,1.5202
4,2.3104
5,2.3080000000000003
6,1.7544
7,1.5136
8,1.3181
9,0.67161
10,0.062202
11,-0.055991
12,0.058748
13,0.030199
14,-0.20714000000000002
15,-0.31797
16,-0.18678
17,-0.22071
18,-0.3059
19,-0.11304000000000002
20,-0.21836999999999998
21,-0.74126
22,-0.8107300000000001
23,-0.5687
24,-0.7621399999999999
25,-1.0348
26,-0.99951
27,-0.9867
28,-1.0671
29,-1.1347
30,-1.2243
31,-1.2683
32,-1.3359
33,-1.4715
34,-1.4949
35,-1.5714
36,-1.8627
37,-1.9504
38,-1.7486
39,-1.7054
40,-1.8034
41,-1.7724
42,-1.6901
43,-1.6295
44,-1.5752
45,-1.5344
46,-1.386
47,-1.1422
48,-0.9392799999999999
49,-0.67225
50,-0.36513
51,-0.26431
52,-0.24073000000000003
53,-0.05092
54,0.17104
55,0.32676
56,0.50362
57,0.61688
58,0.58608
59,0.58392
60,0.66562
61,0.6415
62,0.57376
63,0.68558
64,0.78233
65,0.6612899999999999
66,0.60656
67,0.7097399999999999
68,0.73993
69,0.75959
70,0.8107
71,0.72006
72,0.59838
73,0.61023
74,0.65995
75,0.66578
76,0.53887
77,0.30914
78,0.34512
79,0.71144
80,0.94078
81,0.87844
82,0.8103899999999999
83,0.81205
84,0.7480399999999999
85,0.60765
86,0.5092399999999999
87,0.5301600000000001
88,0.5542100000000001
89,0.49521000000000004
90,0.51779
91,0.62778
92,0.6340600000000001
93,0.63413
94,0.64785
95,0.38106
