time,value
0,0.5807399999999999
1,1.0971
2,1.7441
3,2.2784
4,2.3895
5,2.3484
6,1.9432
7,1.2775
8,0.65341
9,0.081748
10,0.09201000000000001
11,0.27165
12,-0.22371
13,-0.31929
14,0.15734
15,0.033267000000000005
16,-0.2766
17,-0.41547
18,-0.7077
19,-0.77988
20,-0.70635
21,-0.82926
22,-0.8831200000000001
23,-0.78555
24,-0.81218
25,-1.1596
26,-1.4025
27,-1.1439
28,-1.1506
29,-1.6303
30,-1.6775
31,-1.5217
32,-1.7507
33,-1.9909
34,-2.0863
35,-2.0732
36,-1.9116
37,-1.8445
38,-1.8267
39,-1.7048
40,-1.5925
41,-1.4082
42,-1.0672
43,-0.7324
44,-0.61405
45,-0.62366
46,-0.30255
47,0.11621
48,0.055412
49,0.06644299999999999
50,0.42332
51,0.45323
52,0.30669
53,0.35922
54,0.36961
55,0.38301
56,0.47176
57,0.4611
58,0.37373
59,0.29325999999999997
60,0.2857
61,0.33949
62,0.36271
63,0.38575
64,0.37505
65,0.32928
66,0.36494
67,0.3674
68,0.35875
69,0.52163
70,0.62975
71,0.63745
72,0.8201200000000001
73,1.0291
74,1.0708
75,1.0506
76,0.9306
77,0.71313
78,0.68223
79,0.7302
80,0.60472
81,0.65791
82,0.79018
83,0.59637
84,0.5033
85,0.51486
86,0.3625
87,0.41891000000000006
88,0.43683999999999995
89,0.23026999999999997
90,0.30667
91,0.41881
92,0.28308
93,0.28667
94,0.32965
95,0.14762999999999998
