time,value
0,0.6304
1,2.1919999999999997
2,3.5209
3,2.73
4,2.1389
5,0.5607300000000001
6,-0.67853
7,0.73745
8,1.1285
9,0.61621
10,0.9579700000000001
11,0.8474700000000001
12,-0.0042979
13,-0.49078
14,-0.5365800000000001
15,-0.75627
16,-0.8623700000000001
17,-0.9221799999999999
18,-0.9172399999999999
19,-1.034
20,-1.0889
21,-1.1076
22,-1.1773
23,-1.3366
24,-1.5629
25,-1.4417
26,-1.525
27,-1.8071
28,-1.9285
29,-1.9497
30,-1.8198
31,-1.758
32,-1.7317
33,-1.6749
34,-1.3019999999999998
35,-1.0402
36,-0.7638699999999999
37,-0.34105
38,-0.1628
39,0.24013
40,0.31242
41,0.53647
42,1.0895
43,0.8327899999999999
44,0.81901
45,0.90212
46,0.79194
47,0.8896299999999999
48,0.77247
49,0.7469899999999999
50,0.6654
51,0.52013
52,0.7012
53,0.8264299999999999
54,0.66509
55,0.42308999999999997
56,0.68347
57,0.77858
58,0.36477
59,0.65741
60,0.90881
61,0.72743
62,0.41163999999999995
63,0.24151
64,0.41591000000000006
65,0.32388
66,0.27554
67,0.20409000000000002
68,0.22255
69,0.3169
70,0.084497
71,0.35334
72,0.37653000000000003
73,0.65982
74,0.8162
75,0.68013
76,0.31023
77,-0.20623000000000002
78,0.030208
79,0.094015
80,-0.10082
81,-0.28889000000000004
82,-0.26616
83,-0.15192999999999998
84,-0.47784
85,-0.22496
86,-0.27265
87,-0.48407
88,-0.51663
89,-0.5743
90,-0.14115999999999998
91,-0.44796
92,-0.73802
93,-0.3986
94,-0.48868999999999996
95,-0.23231999999999997
