time,value
0,0.20304
1,0.46208
2,0.74837
3,0.9969600000000001
4,0.99855
5,0.84949
6,0.8757
7,1.0093
8,0.80807
9,0.16129000000000002
10,-0.41906000000000004
11,-0.45016000000000006
12,-0.21226
13,-0.33519
14,-0.74454
15,-0.84188
16,-0.59821
17,-0.46743999999999997
18,-0.54608
19,-0.69481
20,-0.85634
21,-0.90661
22,-0.85141
23,-0.7672
24,-0.5001
25,-0.26797
26,-0.61161
27,-1.1419
28,-1.1068
29,-0.91681
30,-1.1134
31,-1.1243
32,-0.63092
33,-0.41757
34,-0.8385799999999999
35,-1.1334
36,-0.92595
37,-0.8273799999999999
38,-1.0968
39,-1.2912
40,-1.3831
41,-1.6019
42,-1.6551
43,-1.4482
44,-1.4094
45,-1.5045
46,-1.3607
47,-1.1107
48,-0.99066
49,-0.86474
50,-0.6653399999999999
51,-0.53174
52,-0.45641000000000004
53,-0.29352
54,-0.048335
55,0.14321
56,0.26845
57,0.37449
58,0.43712
59,0.5203
60,0.64595
61,0.6229600000000001
62,0.4756
63,0.46531999999999996
64,0.51373
65,0.43556999999999996
66,0.41167
67,0.5066
68,0.43468
69,0.2151
70,0.2123
71,0.38697
72,0.33386
73,0.11875
74,0.19977
75,0.47825
76,0.5216
77,0.41186000000000006
78,0.33926
79,0.23283
80,0.2521
81,0.43315
82,0.35764
83,0.17874
84,0.37737
85,0.57205
86,0.49868999999999997
87,0.7431300000000001
88,1.364
89,1.9802
90,2.7125
91,3.2699
92,3.0704
93,2.516
94,1.9309
95,0.88439
