time,value
0,0.18753
1,-0.27664
2,-0.3088
3,-0.27084
4,-0.73065
5,-0.1787
6,-0.40415999999999996
7,-1.3154
8,-1.0493
9,-1.1725
10,-1.2253
11,-1.2664
12,-1.578
13,-1.5187
14,-1.6224
15,-1.7891
16,-1.6733
17,-1.9586
18,-2.1708
19,-1.8938
20,-2.1185
21,-2.1489
22,-2.0921
23,-1.9172
24,-1.3794
25,-1.3948
26,-1.2245
27,-0.70368
28,-0.51579
29,-0.37019
30,-0.0079399
31,-0.060596000000000004
32,0.049118
33,0.24306
34,0.17959
35,0.37773
36,0.13241
37,0.12278
38,0.58686
39,0.4348
40,0.27736
41,0.39086
42,0.42753
43,0.5413
44,0.5674399999999999
45,0.6340399999999999
46,0.61025
47,0.60249
48,0.50073
49,0.60956
50,0.71632
51,0.6652600000000001
52,0.7003699999999999
53,0.34768000000000004
54,0.45851000000000003
55,0.7390399999999999
56,0.52362
57,0.51508
58,0.41768999999999995
59,0.302
60,0.45725
61,0.28859
62,0.15256
63,0.16566
64,0.22199000000000002
65,0.35536
66,0.35026
67,0.23771
68,0.29323
69,0.52299
70,0.6218100000000001
71,0.5848
72,0.65454
73,0.7943100000000001
74,0.84635
75,0.51371
76,0.26587
77,0.38071
78,0.31813
79,0.35076999999999997
80,0.4435
81,0.38845
82,0.51553
83,0.17507999999999999
84,0.087393
85,0.41601000000000005
86,0.32666
87,0.40173000000000003
88,0.69112
89,1.4805
90,2.2213
91,2.623
92,2.5892
93,1.9354
94,0.83475
95,-0.030336000000000002
