time,value
0,0.068847
1,0.80885
2,2.608
3,3.6403
4,2.0933
5,0.42604
6,-0.95675
7,-0.4517
8,0.29688000000000003
9,0.43301000000000006
10,0.35309
11,-0.33604
12,0.1474
13,-0.67366
14,-0.9168200000000001
15,-0.90128
16,-0.9931
17,-0.93581
18,-1.2372
19,-1.1273
20,-1.2827
21,-1.5474
22,-1.4292
23,-1.4337
24,-1.454
25,-1.829
26,-1.9819
27,-1.8779
28,-2.0599
29,-1.9538
30,-1.8248
31,-1.9793
32,-1.2837
33,-1.4264
34,-1.4781
35,-0.78745
36,-0.60358
37,-0.24979
38,-0.022741
39,0.39848
40,0.67979
41,0.73842
42,1.078
43,0.9662700000000001
44,0.9901200000000001
45,1.1602
46,1.0158
47,0.94281
48,0.8637
49,0.75727
50,0.57539
51,0.66074
52,0.88336
53,0.57994
54,0.54937
55,0.75627
56,0.52776
57,0.50517
58,0.62776
59,0.64242
60,0.6113
61,0.51007
62,0.44492
63,0.56772
64,0.41105
65,0.35670999999999997
66,0.48313
67,0.37172
68,0.4062
69,0.16769
70,0.32064000000000004
71,0.36711
72,0.44763000000000003
73,0.84198
74,0.89723
75,0.64747
76,0.47429
77,0.33651
78,0.2815
79,0.1232
80,-0.057564
81,0.010401
82,-0.017934000000000002
83,-0.17629
84,-0.23376999999999998
85,0.29683000000000004
86,-0.10895
87,-0.16938
88,-0.05574400000000001
89,-0.10517
90,0.018623
91,-0.16230999999999998
92,-0.08959500000000001
93,-0.071969
94,0.038689999999999995
95,0.076533
