time,value
0,0.52641
1,1.0079
2,1.7899
3,2.358
4,2.3015
5,2.0869999999999997
6,1.9676
7,1.5141
8,0.75045
9,0.1154
10,-0.22784000000000001
11,-0.20110999999999998
12,0.0014060000000000001
13,-0.090393
14,-0.36349000000000004
15,-0.43495
16,-0.42163999999999996
17,-0.3839
18,-0.2437
19,-0.2933
20,-0.5989800000000001
21,-0.7924
22,-0.7944100000000001
23,-0.7422300000000001
24,-0.7006100000000001
25,-0.84146
26,-1.1115
27,-1.1893
28,-1.1721
29,-1.3322
30,-1.5126
31,-1.5604
32,-1.6295
33,-1.7536
34,-1.8153
35,-1.8172
36,-1.8184
37,-1.8307
38,-1.8101
39,-1.6991
40,-1.5458
41,-1.4567
42,-1.4365
43,-1.4095
44,-1.2618
45,-0.9144100000000001
46,-0.52657
47,-0.39644
48,-0.50147
49,-0.45028999999999997
50,-0.13147
51,0.069686
52,0.045051999999999995
53,0.12484
54,0.26295
55,0.24281
56,0.30901999999999996
57,0.45918000000000003
58,0.29894
59,0.096623
60,0.32106
61,0.55118
62,0.35607
63,0.19535999999999998
64,0.41528000000000004
65,0.57291
66,0.41172
67,0.33066
68,0.45351
69,0.45863999999999994
70,0.39882
71,0.49401000000000006
72,0.6076600000000001
73,0.63189
74,0.59524
75,0.53275
76,0.60444
77,0.6879
78,0.54609
79,0.58014
80,0.94055
81,1.0175
82,0.88871
83,1.0290000000000001
84,1.0391
85,0.77887
86,0.77956
87,0.85121
88,0.65956
89,0.63127
90,0.83081
91,0.82709
92,0.7399100000000001
93,0.82409
94,0.80694
95,0.49505
