time,value
0,0.46738
1,0.3401
2,0.35139000000000004
3,0.80989
4,1.2934
5,1.7335
6,2.1629
7,2.1415
8,1.6615
9,1.1206
10,0.45783999999999997
11,-0.17802
12,-0.22525
13,0.032508999999999996
14,-0.11687
15,-0.41491000000000006
16,-0.35639
17,-0.25099
18,-0.36716
19,-0.33878
20,-0.081856
21,-0.12103
22,-0.58706
23,-0.88692
24,-0.7732
25,-0.70317
26,-0.87018
27,-0.9892200000000001
28,-1.0316
29,-1.1907
30,-1.3505
31,-1.3153
32,-1.2074
33,-1.1992
34,-1.2519
35,-1.3806
36,-1.6769999999999998
37,-1.9132
38,-1.8041
39,-1.6386
40,-1.8026
41,-1.9968
42,-1.8168
43,-1.5128
44,-1.4639
45,-1.5594
46,-1.5239
47,-1.337
48,-1.1101
49,-0.8992399999999999
50,-0.7353
51,-0.62116
52,-0.45902
53,-0.19246
54,0.05481799999999999
55,0.20428
56,0.32399
57,0.41063
58,0.45175
59,0.5541
60,0.7117899999999999
61,0.77913
62,0.76386
63,0.77773
64,0.8177800000000001
65,0.8528100000000001
66,0.8687799999999999
67,0.8212200000000001
68,0.7744800000000001
69,0.81833
70,0.8396399999999999
71,0.7881
72,0.82926
73,0.9061100000000001
74,0.78986
75,0.59219
76,0.51037
77,0.48805
78,0.5552
79,0.76294
80,0.90935
81,0.96188
82,1.033
83,0.8952399999999999
84,0.54304
85,0.48403999999999997
86,0.6766300000000001
87,0.59492
88,0.45401
89,0.72175
90,0.98346
91,0.75151
92,0.49768
93,0.71988
94,0.9114200000000001
95,0.49387
