time,value
0,0.47041000000000005
1,1.1748
2,2.2215
3,3.9039
4,2.7880000000000003
5,1.0087
6,-0.58597
7,-1.1148
8,-0.1252
9,0.11704
10,0.2018
11,-0.38599
12,-0.20847
13,0.25845
14,-0.29346
15,-0.10048
16,-0.44661999999999996
17,-0.94101
18,-0.71327
19,-0.80758
20,-0.9597600000000001
21,-1.023
22,-1.2077
23,-1.2411
24,-1.3355
25,-1.5214
26,-1.5576
27,-1.5766
28,-1.7348
29,-1.9569
30,-1.7296
31,-2.0989
32,-1.7149
33,-1.7751
34,-1.6744
35,-1.3308
36,-1.2738
37,-0.6654800000000001
38,-0.69212
39,-0.25276
40,0.077725
41,0.041614
42,0.47523000000000004
43,0.80392
44,0.9185
45,1.1075
46,0.77581
47,1.0528
48,1.012
49,0.72444
50,0.9548399999999999
51,0.6382
52,0.8032100000000001
53,0.80865
54,0.35049
55,0.59308
56,0.81394
57,0.63893
58,0.46193
59,1.395
60,0.2408
61,0.058936
62,0.80172
63,0.060675
64,0.56301
65,0.38523
66,0.10923
67,0.47035
68,0.16642
69,0.18779
70,0.43108
71,0.33408000000000004
72,0.30683
73,0.80995
74,1.1522
75,0.54083
76,0.90571
77,0.73703
78,0.055853999999999994
79,0.20590999999999998
80,-0.015737
81,0.090975
82,-0.22159
83,-0.28046
84,-0.44835
85,-0.041018
86,0.037214
87,-0.19196
88,-0.33126
89,-0.057072000000000005
90,-0.044219
91,-0.21300999999999998
92,-0.14714000000000002
93,-0.14603
94,0.08634299999999999
95,-0.14779
