time,value
0,0.99311
1,2.7048
2,3.4733
3,2.2127
4,0.4533
5,0.047793
6,0.9595600000000001
7,1.1931
8,1.0075
9,0.9913200000000001
10,0.5782
11,-0.019753
12,-0.48965
13,-0.44228999999999996
14,-0.58496
15,-0.44436000000000003
16,-0.36682
17,-0.4038
18,-0.61566
19,-0.8337899999999999
20,-1.025
21,-1.2013
22,-1.3763
23,-1.4132
24,-1.4878
25,-1.7931
26,-1.8547
27,-2.0737
28,-2.0869
29,-2.0074
30,-2.1525
31,-2.0921
32,-2.0312
33,-1.8833
34,-1.5726
35,-1.3059
36,-1.002
37,-0.5330199999999999
38,-0.10067000000000001
39,0.10166
40,0.42403
41,0.6521399999999999
42,0.77169
43,0.9143899999999999
44,0.80432
45,0.8012699999999999
46,0.69083
47,0.61021
48,0.70913
49,0.65099
50,0.62584
51,0.63503
52,0.62785
53,0.67702
54,0.74059
55,0.76569
56,0.75748
57,0.63137
58,0.55038
59,0.57019
60,0.47303
61,0.38275
62,0.39918000000000003
63,0.33821999999999997
64,0.25163
65,0.23681999999999997
66,0.2102
67,0.19977999999999999
68,0.19538
69,0.15563
70,0.18673
71,0.15264
72,0.058321000000000005
73,0.14604
74,0.34331
75,0.44168999999999997
76,0.63962
77,0.6434
78,0.44977
79,0.4155
80,0.24084
81,0.11312
82,0.042858999999999994
83,-0.11644000000000002
84,-0.089543
85,-0.064283
86,-0.13243
87,-0.16535
88,-0.12308
89,-0.26684
90,-0.31281
91,-0.19857
92,-0.11995
93,-0.07697899999999999
94,-0.14542
95,-0.037778
