time,value
0,0.41602
1,1.114
2,2.1378
3,1.9797
4,0.65162
5,-0.43882
6,0.39647
7,0.95909
8,0.8709100000000001
9,1.2258
10,0.39358000000000004
11,-0.42623
12,-0.66876
13,-0.87513
14,-0.91727
15,-0.92671
16,-1.0474
17,-1.0875
18,-1.1044
19,-1.4031
20,-1.4855
21,-1.5943
22,-1.8601
23,-2.0468
24,-2.1797
25,-2.3355
26,-2.5923
27,-2.52
28,-2.5636
29,-2.4377
30,-2.1831
31,-1.722
32,-1.1827
33,-0.85193
34,-0.29880999999999996
35,0.19869
36,0.34851
37,0.5837100000000001
38,0.7327899999999999
39,0.76717
40,0.7873399999999999
41,0.6932699999999999
42,0.71144
43,0.58582
44,0.5514399999999999
45,0.62029
46,0.54671
47,0.5914699999999999
48,0.73227
49,0.63572
50,0.61229
51,0.7388600000000001
52,0.6506
53,0.60938
54,0.66133
55,0.6550199999999999
56,0.59753
57,0.51081
58,0.5459
59,0.46808999999999995
60,0.39408000000000004
61,0.52064
62,0.38481
63,0.38327
64,0.42956000000000005
65,0.38067
66,0.35429
67,0.25855
68,0.43332
69,0.26673
70,0.2765
71,0.42485
72,0.26645
73,0.22432
74,0.33174000000000003
75,0.36996999999999997
76,0.56189
77,0.82878
78,0.78523
79,0.50168
80,0.35057
81,0.3598
82,0.23484000000000002
83,0.11807999999999999
84,0.18145
85,0.10987999999999999
86,0.055478
87,0.20031
88,0.15216
89,0.1497
90,0.18564
91,0.21463000000000002
92,0.14912
93,0.15755999999999998
94,0.35170999999999997
95,0.11957000000000001
