time,value
0,0.59314
1,0.8025100000000001
2,0.067022
3,0.052161
4,-0.12168
5,-0.26202
6,-0.33994
7,-1.0062
8,-0.5989899999999999
9,-0.5297
10,-1.1856
11,-1.0053
12,-0.8987700000000001
13,-1.0918
14,-1.4072
15,-1.4293
16,-1.625
17,-1.5733
18,-1.9192
19,-1.7484
20,-1.8058
21,-1.8972
22,-1.7293
23,-2.2692
24,-1.7849
25,-1.746
26,-1.7475
27,-0.7299899999999999
28,-0.8441799999999999
29,-0.42672
30,-0.26634
31,-0.07950700000000001
32,1.1773
33,0.73348
34,0.65013
35,1.1788
36,1.079
37,0.94115
38,1.0896
39,1.1171
40,0.8148
41,1.3428
42,0.60502
43,0.87274
44,0.51232
45,0.7249
46,1.0885
47,0.7741100000000001
48,0.7087100000000001
49,0.7915300000000001
50,0.70991
51,0.48996999999999996
52,0.78994
53,0.50127
54,0.64552
55,0.7664
56,0.15491
57,0.41565
58,0.31424
59,0.42052
60,0.32342
61,0.27821999999999997
62,-0.090264
63,0.08286
64,0.5352600000000001
65,0.24758000000000002
66,0.5614
67,0.30953
68,0.27271999999999996
69,0.21811
70,0.27393
71,-0.017905
72,-0.13892000000000002
73,-0.21014000000000002
74,-0.11375
75,0.093109
76,-0.42413
77,-0.18866
78,0.048308
79,-0.6652100000000001
80,-0.30484
81,0.004876
82,-0.41412
83,-0.19677
84,-0.17918
85,-0.51376
86,-0.41398
87,0.10872000000000001
88,-0.023326
89,1.2234
90,3.0473
91,2.4026
92,2.4358
93,1.2767
94,-0.79784
95,0.093127
