time,value
0,0.59824
1,1.0987
2,1.6835
3,2.4789
4,2.8024
5,2.4387
6,1.7177
7,1.0093
8,0.25735
9,-0.22155999999999998
10,-0.13558
11,-0.19127
12,-0.30696999999999997
13,-0.16764
14,-0.098005
15,-0.056260000000000004
16,-0.3234
17,-0.6301800000000001
18,-0.56972
19,-0.70941
20,-0.75032
21,-0.67333
22,-0.9801
23,-1.2071
24,-1.1814
25,-1.0264
26,-1.2995
27,-1.9289
28,-1.9076
29,-1.8688
30,-1.9906
31,-2.0116
32,-2.4027
33,-2.144
34,-1.6618
35,-1.9394
36,-1.8723
37,-1.5547
38,-1.3012
39,-1.0165
40,-0.9792799999999999
41,-0.70625
42,-0.30337
43,-0.012646
44,0.16967000000000002
45,0.09133
46,0.25028
47,0.38727
48,0.25793
49,0.42928999999999995
50,0.51751
51,0.40468000000000004
52,0.51198
53,0.57733
54,0.52189
55,0.55256
56,0.60214
57,0.54818
58,0.41385
59,0.37404
60,0.51866
61,0.55102
62,0.41478000000000004
63,0.4808
64,0.59544
65,0.5687399999999999
66,0.72197
67,0.8431299999999999
68,0.61683
69,0.60802
70,0.7763
71,0.61682
72,0.5995199999999999
73,0.68893
74,0.53073
75,0.54462
76,0.65982
77,0.56486
78,0.47263
79,0.4542
80,0.40649
81,0.31573
82,0.15548
83,0.15012
84,0.35439
85,0.37869
86,0.39463000000000004
87,0.52578
88,0.27935
89,-0.069658
90,0.027544
91,0.15302000000000002
92,0.042232
93,0.13427
94,0.29615
95,0.062932
