time,value
0,0.40473000000000003
1,1.2809
2,2.5151
3,1.2995
4,1.4534
5,0.47428000000000003
6,-1.3966
7,-0.64708
8,0.43195
9,0.13245
10,-0.40660999999999997
11,0.23056999999999997
12,-0.12135
13,-0.91864
14,-1.2468
15,-1.3484
16,-1.1903
17,-1.0113
18,-2.0039
19,-1.327
20,-0.97603
21,-1.8636
22,-1.4877
23,-1.6161
24,-1.9576
25,-1.7007
26,-1.5185
27,-1.8976
28,-2.1772
29,-1.8728
30,-1.7753
31,-1.6682
32,-1.9333
33,-1.4896
34,-1.1507
35,-1.0782
36,-0.77372
37,-0.52022
38,-0.20525
39,-0.026608
40,0.29905
41,0.19432
42,0.7017899999999999
43,0.67189
44,0.8537899999999999
45,0.67685
46,0.89892
47,0.7722600000000001
48,0.64986
49,0.6388199999999999
50,0.67025
51,1.0374
52,0.43305
53,0.6571600000000001
54,0.5290100000000001
55,0.56207
56,1.0284
57,-0.019686000000000002
58,1.1778
59,0.8479
60,0.16943
61,0.67343
62,0.63526
63,0.74822
64,0.64017
65,0.59132
66,0.43168
67,0.7175
68,0.59542
69,0.45848999999999995
70,0.48357
71,0.65571
72,0.49078999999999995
73,1.0669
74,0.92915
75,0.9390299999999999
76,1.3122
77,0.5806
78,0.57096
79,0.52277
80,0.44632
81,0.62068
82,0.049713
83,0.26986
84,0.41891999999999996
85,-0.064346
86,0.37646999999999997
87,0.27781
88,0.22568000000000002
89,0.15909
90,0.40835
91,0.54002
92,-0.027791000000000003
93,0.20348
94,0.34696
95,0.33918000000000004
