time,value
0,0.14765
1,0.80467
2,0.36777
3,0.24389
4,0.026614
5,-0.2744
6,0.096731
7,-0.74773
8,-1.6098
9,-1.1796
10,-1.0559
11,-1.1288
12,-0.68604
13,-0.79879
14,-1.7143
15,-1.6499
16,-1.0327
17,-1.4239
18,-1.7824
19,-1.0251
20,-1.7989
21,-1.7936
22,-1.0855
23,-1.5744
24,-1.0361
25,-2.13
26,-2.0386
27,-0.055013
28,-1.1402
29,-0.70428
30,0.048723
31,-0.47585
32,0.52587
33,0.24478000000000003
34,0.67993
35,0.9286
36,0.57304
37,1.2316
38,1.0433
39,1.5802
40,1.2906
41,0.75052
42,0.97757
43,1.1416
44,1.5299
45,0.8476799999999999
46,0.76676
47,0.5656800000000001
48,1.0846
49,1.0574
50,0.50308
51,0.95329
52,0.4542
53,1.199
54,0.84972
55,-0.13771
56,0.63112
57,0.69408
58,0.51507
59,0.55923
60,0.55571
61,0.46968999999999994
62,0.38882
63,0.34313
64,0.5356
65,0.90071
66,0.65685
67,0.69003
68,0.9526
69,0.54777
70,-0.16769
71,0.011531999999999999
72,-0.17649
73,-0.27771
74,-0.22484
75,-0.9107200000000001
76,-0.037932
77,0.071668
78,-1.0489
79,-0.63622
80,-0.38664
81,-0.50751
82,-0.7166600000000001
83,-0.46376000000000006
84,-0.46043999999999996
85,-0.77079
86,-0.5335
87,-0.40023000000000003
88,0.17608
89,1.1118
90,2.4384
91,2.7349
92,1.7361
93,0.036857
94,-1.2651
95,-0.20801999999999998
