time,value
0,0.12378
1,2.4335
2,2.7624
3,2.396
4,2.1413
5,-0.4183
6,0.51695
7,0.34634000000000004
8,-0.024069
9,0.59782
10,-0.41035
11,-1.3712
12,-1.2627
13,-1.3411
14,-1.4394
15,-1.7023
16,-1.5347
17,-1.5868
18,-1.7685
19,-1.7812
20,-2.0252
21,-2.0039
22,-2.2033
23,-2.2882
24,-2.1056
25,-2.1817
26,-1.8756
27,-1.7191
28,-1.4309
29,-0.84221
30,-0.60268
31,-0.27166999999999997
32,0.043212
33,0.42844
34,0.41908
35,0.5098600000000001
36,0.73712
37,0.6513800000000001
38,0.50753
39,0.5484
40,0.48531
41,0.4425
42,0.4195
43,0.42099
44,0.44422
45,0.49148000000000003
46,0.34983000000000003
47,0.44493
48,0.30544
49,0.31988
50,0.34194
51,0.21074
52,0.19135
53,0.35678000000000004
54,0.14263
55,0.19375
56,0.30562
57,0.081876
58,0.12666
59,0.09411599999999999
60,0.1438
61,0.034176
62,0.14279
63,0.069115
64,0.22675
65,0.041044
66,0.20327
67,0.14643
68,0.09692100000000001
69,0.32242
70,0.039481
71,0.28112
72,0.18655
73,0.52756
74,0.30948000000000003
75,0.22119
76,0.40176
77,0.76149
78,0.84403
79,0.99665
80,1.0212
81,0.9025200000000001
82,0.60201
83,0.47198999999999997
84,0.45648
85,0.18362
86,0.2175
87,0.30317
88,0.27681
89,0.22810999999999998
90,0.41508999999999996
91,0.39852
92,0.13766
93,0.26363000000000003
94,0.5959
95,0.38788
