time,value
0,0.34264
1,0.88226
2,1.6426
3,1.9629
4,1.7741
5,1.6433
6,1.2459
7,0.56181
8,-0.032995
9,-0.34645
10,-0.11861
11,-0.05268
12,-0.40854
13,-0.2667
14,-0.068462
15,-0.29902
16,-0.43211000000000005
17,-0.64049
18,-0.92019
19,-0.9506100000000001
20,-0.97578
21,-1.0752
22,-1.1348
23,-1.168
24,-1.1909
25,-1.2593
26,-1.3657
27,-1.4339
28,-1.5118
29,-1.6392
30,-1.6745
31,-1.6929
32,-1.8214
33,-1.8416
34,-1.7906
35,-1.8775
36,-1.899
37,-1.7790000000000001
38,-1.7076
39,-1.5758
40,-1.3088
41,-1.1429
42,-1.0267
43,-0.74848
44,-0.45906
45,-0.28541
46,-0.16208
47,-0.15107
48,-0.13860999999999998
49,0.11034000000000001
50,0.26846
51,0.19691
52,0.34159
53,0.47336000000000006
54,0.37149
55,0.46578
56,0.54089
57,0.36441
58,0.26528
59,0.33029000000000003
60,0.43268
61,0.28758
62,0.10056
63,0.30307
64,0.39592
65,0.27463000000000004
66,0.3942
67,0.42913999999999997
68,0.33963000000000004
69,0.54674
70,0.8220299999999999
71,0.89685
72,0.95537
73,1.0647
74,1.1424
75,1.2079
76,1.2097
77,1.1701
78,1.1039
79,0.89564
80,0.80437
81,0.87587
82,0.80604
83,0.83205
84,0.94485
85,0.8475
86,0.80587
87,0.8418700000000001
88,0.75078
89,0.7757
90,0.89392
91,0.73848
92,0.55958
93,0.74929
94,0.9011299999999999
95,0.49018999999999996
